event_date,year,sub_event_type,assoc_actor_1,actor2,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,tags,population_best,Topic,final_estimate
2024-01-09,2024,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 9 january 2024, at the call of palestine emergency (urgence palestine), people gathered on philibert-berthier square in geneva (geneve) to call for an immediate ceasefire between hamas and israel, condemn what they saw as a 'genocide' of the population of gaza, and express solidarity with the palestinian people. the event had not been authorized by authorities.",0,NA,53174,Palestine,NA
2024-01-06,2024,Peaceful protest,NA,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 6 january 2024, between 240 and 400 people gathered in bern (bern) to call for a permanent halt to the israeli military campaign in gaza, demand a ceasefire, and express solidarity with the palestinian people.",0,crowd size=between 240 and 400,7469,Palestine,320
2024-01-05,2024,Peaceful protest,Renovate Switzerland,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 5 january 2024, around 20 renovate switzerland activists blocked traffic in front of the cornavin train station in geneva (geneve) to denounce the 'slowness of political action in the face of climate disruption', calling on the federal council to launch a billion-franc emergency plan to thermally renovate buildings by 2030 in the country.",0,crowd size=around 20,53174,Climate,20
2023-12-24,2023,Peaceful protest,Labor Group (Switzerland); SSP: Swiss Union of Public Service Personnel,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 24 december 2023, at the call of ssp, around 100 striking dnata employees gathered for a picket line outside geneva airport in geneva (geneve) to demand a pay rise and a re-negotiation of their contracts.",0,crowd size=around 100,53174,Workers,100
2023-12-15,2023,Peaceful protest,Renovate Switzerland; Students (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 15 december 2023, 5 renovate switzerland affiliates, including an epfl student, staged a sit-in on mont-blanc wharf in geneva (geneve) to protest against climate inaction.",0,crowd size=5,53174,Climate,5
2023-12-12,2023,Peaceful protest,Renovate Switzerland,NA,Switzerland,Vaud,Jura-Nord vaudois,NA,Orbe,46.725,6.5306,"on 12 december 2023, around 130 renovate switzerland affiliates, as well as nobel prize winner in chemistry jacques dubochet, gathered outside the prison in orbe (vaud) to express solidarity with nicolas presti (nikoko), a fellow activist who was imprisoned on the same day for civil disobedience, while calling for more climate action and disobedience actions.",0,crowd size=around 130,5368,Climate,130
2023-12-09,2023,Peaceful protest,Jewish Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 9 december 2023, at the call of the swiss without army group and the jewish voice for democracy and justice in israel/palestine, several hundred people, including members of the jewish community, gathered in bern (bern) to call for a ceasefire between israel and hamas.",0,crowd size=300,7469,Israel,300
2023-12-09,2023,Peaceful protest,Protesters (France); SLT: Earth Uprisings,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 9 december 2023, people gathered at lafarge-holcim's plant and sprayed paint on the building in geneva (geneve) to protest against the environmental damage caused by the company as well as its involvement in war crimes in syria. the event was part of a national protest action against the concrete industry, notably lafarge-holcim, named 'whirlwind against concrete' (tourbillon contre le beton) called by slt and other organizations.",0,NA,53174,Climate,NA
2023-12-04,2023,Peaceful protest,Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 4 december 2023, at the call of the geneva committee for the feminist strike, red de tamboreras de suiza, and the purple scarves, more than 100 women engaged in a loud protest, banging on pans, shouting, and whistling for 11 minutes in geneva (geneve), to protest against a decision by the federal tribunal that considered that the rape of a 33-year old woman in 2020 that lasted 11 minutes was a 'short rape' and therefore justified a softer sentence for the aggressors.",0,crowd size=more than 100,53174,Feminist,100
2023-11-29,2023,Peaceful protest,Solidarity (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 29 november 2023, at the call of lausanne palestine and solidarity, around 600 people gathered in lausanne (vaud) to express solidarity with the palestinian people in gaza and condemn the israeli 'apartheid regime' in the palestinian territories.",0,crowd size=around 600,42825,Palestine,600
2023-11-27,2023,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,St. Gallen,St. Gallen,NA,St. Gallen,47.4244,9.3782,"on 27 november 2023, a good 70 employees, health workers and unions gathered in front of a local hospital in st. gallen to protest against a proposed reduction of workplaces.",0,crowd size=a good 70,11641,Other,70
2023-11-25,2023,Peaceful protest,Anarchist Group (Switzerland); Women (Switzerland),NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 25 november 2023, about 100 people, including feminist, leftist and anarchist groups, gathered for a rally in basel on the occasion of the international day for the elimination of violence against women condemning gender-based violence, especially against women.",0,crowd size=about 100,16171,Feminist,100
2023-11-25,2023,Peaceful protest,Anarchist Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 25 november 2023, anarchist activists gathered for a rally near the italian consulate in bern, protesting against allegedly unlawful detention of their fellow in italy and against his looming extradition to hungary.",0,NA,7469,Other,NA
2023-11-23,2023,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 23 november 2023, more than 500 civil servants demonstrated in geneva (geneve) to demand a 5% increase in salaries.",0,crowd size=more than 500,53174,Workers,500
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in basel (basel-stadt) to demand better working conditions in hospitals.",0,NA,16171,Workers,NA
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in bern (bern) to demand better working conditions in hospitals.",0,NA,7469,Workers,NA
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,Graubunden,Plessur,NA,Chur,46.8569,9.5245,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in chur (graubunden) to demand better working conditions in hospitals.",0,NA,7222,Workers,NA
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,Neuchatel,Neuchatel,NA,La Sagne,47.0384,6.7992,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in la sagne (neuchatel) to demand better working conditions in hospitals.",0,NA,801,Workers,NA
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,Solothurn,Olten,NA,Olten,47.3497,7.9038,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in olten (solothurn) to demand better working conditions in hospitals.",0,NA,7596,Workers,NA
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,St. Gallen,St. Gallen,NA,St. Gallen,47.4244,9.3782,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in st. gallen (st. gallen) to demand better working conditions in hospitals.",0,NA,11641,Workers,NA
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,Zurich,Winterthur,NA,Winterthur,47.4982,8.7297,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in winterthur (zurich) to demand better working conditions in hospitals.",0,NA,14022,Workers,NA
2023-11-22,2023,Peaceful protest,Unia; Labor Group (Switzerland); Health Workers (France),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in zurich (zurich) to demand better working conditions in hospitals.",0,NA,35782,Workers,NA
2023-11-22,2023,Peaceful protest,Health Workers (France); Labor Group (Switzerland); Unia,NA,Switzerland,Jura,Delemont,NA,Delemont,47.3658,7.3452,"on 22 november 2023, at the call of unia, health workers gathered for flash mobs, information stands, and speeches in delemont (jura) to demand better working conditions in hospitals.",0,NA,6219,Workers,NA
2023-11-22,2023,Peaceful protest,Labor Group (Switzerland); SSP: Swiss Union of Public Service Personnel,NA,Switzerland,Ticino,Bellinzona,NA,Bellinzona,46.1969,9.0225,"on 22 november 2023, about 6,000 members of labor unions, as well as ssp union members and unspecified left-wing parties, took part in a march in bellinzona (ticino), marching from the train station to the municipality seat, to protest against the proposed budget cuts.",0,crowd size=about 6000,8619,Workers,6000
2023-11-21,2023,Peaceful protest,Labor Group (Switzerland); SSP: Swiss Union of Public Service Personnel,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 21 november 2023, at the call of ssp, the federation of civil servants' companies (fsf), and the sud union federation, around 500 civil servants demonstrated in lausanne (vaud) to demand a 5% increase in salaries.",0,crowd size=around 500,42825,Workers,500
2023-11-17,2023,Peaceful protest,Health Workers (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 17 november 2023, over 10,000 physiotherapists, including physioswiss affiliates, gathered in bern (bern) to demonstrate against the federal council's reform of consultation times and fees, which proposed to reduce the minimum duration of consultations from 30 minutes to 20 minutes for basic sessions, reducing the price from 48 to 32 francs.",0,crowd size=over 10000,7469,Workers,10000
2023-11-16,2023,Protest with intervention,Students (Switzerland),Police Forces of Switzerland (2019-2023),Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 16 november 2023, around 200 people, including students, staged a protest action on the campus of the university of lausanne (vaud), to demonstrate against the visit of french president emmanuel macron and his stance on the war between israel and hamas. they marched chanting 'macron complicit' and carrying banners reading 'stop genocide' and 'free palestine'. the police intervened using pepper spray, while no injuries nor arrests were reported.",0,crowd size=around 200,42825,Palestine,200
2023-11-14,2023,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 14 november 2023, around 1,000 public servants demonstrated in geneva (geneve) for better working conditions and a pay rise.",0,crowd size=around 1000,53174,Workers,1000
2023-11-06,2023,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 6 november 2023, at the call of solidarite tattes, around 10 people gathered outside the frambois prison in geneva (geneve) to protest against the deportation of a burkinabese asylum seeker to croatia.",0,crowd size=around 10,53174,Migrants,10
2023-11-04,2023,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 4 november 2023, around 10,000 people gathered in bern (bern) to show support for the palestinian people and condemn the israeli airstrikes on gaza. several people were arrested by the police.",0,crowd size=around 10000,7469,Palestine,10000
2023-11-03,2023,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 3 november 2023, around 50 people gathered in geneva (bern) to show support for the palestinian people and condemn the israeli airstrikes on gaza.",0,crowd size=around 50,53174,Palestine,50
